Method,ASSERT,B,BRANCH,CALL,CALLED,CALLEDp,CALLEDt,CAST,CAUGHT,CDENS,CLOC,CogC,COM_RAT,CONTROL,D,E,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),JLOC,LOC,LOOP,LOOP_NEST,N,n,NBD,NCLOC,NP,NTP,NULL,OVER,QCP_CRCT,QCP_MAINT,QCP_RLBTY,RETURN,RLOC,STAT,TCOM_RAT,THROWS,TODO,V,v(G)
"com.naman14.timber.dataloaders.FolderLoader.getMediaFiles(File, boolean)",0,0,0,18,2,2,0,0,0,21.43%,0,8,0.00%,3,22,"5,982",3,11,56,2,n/a,6,0,22,0,0,55,30,4,22,2,0,0,n/a,44,189,85,4,27.50%,14,0.00%,0,0,269,6
com.naman14.timber.dataloaders.FolderLoader.isMediaFile(File),0,0,0,4,0,0,0,0,0,0.00%,0,1,0.00%,0,12,418,1,1,12,0,n/a,3,0,3,0,0,11,9,0,3,1,0,0,n/a,15,36,15,1,3.75%,1,0.00%,0,0,34,3
com.naman14.timber.dataloaders.LastAddedLoader.getLastAddedSongs(Context),0,0,0,15,3,3,0,0,0,16.67%,0,5,0.00%,3,18,"6,689",1,15,71,1,n/a,5,0,23,1,1,69,41,2,23,1,0,2,n/a,44,235,103,1,54.76%,18,0.00%,0,0,369,5
com.naman14.timber.dataloaders.LastAddedLoader.makeLastAddedCursor(Context),0,0,0,11,1,1,0,0,0,10.00%,2,1,12.50%,1,13,"4,530",1,9,76,1,n/a,1,0,16,0,0,63,46,1,14,1,0,0,n/a,27,204,81,1,38.10%,10,14.29%,0,0,347,2
com.naman14.timber.dataloaders.NowPlayingCursor.NowPlayingCursor(Context),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,17,1,2,5,0,n/a,1,0,4,0,0,5,5,0,4,1,0,0,n/a,5,19,10,1,2.20%,2,0.00%,0,0,11,1
com.naman14.timber.dataloaders.NowPlayingCursor.close(),0,0,0,2,65,51,0,0,1,40.00%,0,2,0.00%,2,12,672,1,3,12,1,n/a,2,0,11,0,0,15,12,2,11,0,0,1,0,21,56,30,1,6.04%,5,0.00%,0,0,53,3
com.naman14.timber.dataloaders.NowPlayingCursor.deactivate(),0,0,0,1,1,1,0,0,0,50.00%,0,1,0.00%,1,3,89,1,1,7,1,n/a,2,0,7,0,0,9,8,1,7,0,0,1,0,9,34,19,1,3.85%,2,0.00%,0,0,26,2
com.naman14.timber.dataloaders.NowPlayingCursor.getColumnNames(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,4,1,1,1,0,n/a,1,0,4,0,0,3,3,0,4,0,0,0,0,4,12,7,1,2.20%,1,0.00%,0,0,4,1
com.naman14.timber.dataloaders.NowPlayingCursor.getCount(),0,0,0,0,19,19,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,4,0,0,4,4,0,4,0,0,0,0,4,15,8,1,2.20%,1,0.00%,0,0,8,1
com.naman14.timber.dataloaders.NowPlayingCursor.getDouble(int),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,4,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,0,6,27,12,1,2.20%,1,0.00%,0,0,24,1
com.naman14.timber.dataloaders.NowPlayingCursor.getFloat(int),0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,4,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,0,6,27,12,1,2.20%,1,0.00%,0,0,24,1
com.naman14.timber.dataloaders.NowPlayingCursor.getInt(int),0,0,0,2,41,41,0,0,1,25.00%,0,1,0.00%,1,4,215,1,3,8,0,n/a,2,0,9,0,0,15,12,1,9,1,0,0,0,10,52,24,2,4.95%,4,0.00%,0,0,53,2
com.naman14.timber.dataloaders.NowPlayingCursor.getLong(int),0,0,0,2,43,43,0,0,1,25.00%,0,1,0.00%,1,4,249,1,3,8,0,n/a,2,0,9,0,0,15,13,1,9,1,0,0,0,10,52,24,2,4.95%,4,0.00%,0,0,55,2
com.naman14.timber.dataloaders.NowPlayingCursor.getShort(int),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,4,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,0,6,27,12,1,2.20%,1,0.00%,0,0,24,1
com.naman14.timber.dataloaders.NowPlayingCursor.getString(int),0,0,0,2,44,44,0,0,1,25.00%,0,1,0.00%,1,4,200,1,3,8,0,n/a,2,0,9,0,0,14,12,1,9,1,0,0,0,10,49,23,2,4.95%,4,0.00%,0,0,50,2
com.naman14.timber.dataloaders.NowPlayingCursor.getType(int),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,2,56,1,1,4,0,n/a,1,0,4,0,0,8,7,0,4,1,0,0,0,5,27,12,1,2.20%,1,0.00%,0,0,22,1
com.naman14.timber.dataloaders.NowPlayingCursor.isNull(int),0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,4,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,0,6,27,12,1,2.20%,1,0.00%,0,0,24,1
com.naman14.timber.dataloaders.NowPlayingCursor.makeNowPlayingCursor(),0,0,0,20,2,2,0,0,0,20.45%,0,12,0.00%,9,51,"45,119",5,35,167,2,n/a,7,0,51,3,1,149,58,2,51,0,0,1,n/a,115,513,227,4,28.02%,44,0.00%,0,0,872,10
"com.naman14.timber.dataloaders.NowPlayingCursor.onMove(int, int)",0,0,0,2,1,1,0,0,0,22.22%,0,3,0.00%,2,9,"1,700",3,7,32,1,n/a,1,0,14,0,0,41,23,1,14,2,0,2,0,24,139,61,3,7.69%,9,0.00%,0,0,185,5
com.naman14.timber.dataloaders.NowPlayingCursor.removeItem(int),0,0,0,2,0,0,0,0,1,30.00%,0,3,0.00%,3,13,"2,303",2,7,30,1,n/a,1,0,16,1,1,37,27,2,16,1,0,0,0,29,129,60,2,8.79%,10,0.00%,0,0,175,4
com.naman14.timber.dataloaders.NowPlayingCursor.requery(),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,23,1,2,3,0,n/a,1,0,5,0,0,5,5,0,5,0,0,0,0,6,19,10,1,2.75%,2,0.00%,0,0,11,1
"com.naman14.timber.dataloaders.PlaylistLoader.deletePlaylists(Context, long)",0,0,0,7,1,1,0,0,0,0.00%,0,0,0.00%,0,6,630,1,6,28,0,n/a,1,0,8,0,0,22,18,0,8,2,0,0,n/a,14,74,31,1,14.81%,6,0.00%,0,0,91,1
"com.naman14.timber.dataloaders.PlaylistLoader.getPlaylists(Context, boolean)",0,0,0,11,7,7,0,0,0,26.67%,0,6,0.00%,4,26,"7,213",1,11,53,1,n/a,6,0,20,1,1,55,33,2,20,2,0,2,n/a,51,192,89,1,37.04%,15,0.00%,0,0,277,6
com.naman14.timber.dataloaders.PlaylistLoader.makeDefaultPlaylists(Context),0,0,0,10,1,1,0,0,0,0.00%,3,0,20.00%,0,7,"1,469",1,7,54,0,n/a,1,0,15,0,0,45,25,0,12,1,0,0,n/a,16,144,55,1,27.78%,7,25.00%,0,0,208,1
com.naman14.timber.dataloaders.PlaylistLoader.makePlaylistCursor(Context),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,4,226,1,1,21,0,n/a,1,0,7,0,0,15,13,0,7,1,0,0,n/a,7,48,19,1,12.96%,1,0.00%,0,0,55,1
"com.naman14.timber.dataloaders.PlaylistSongLoader.cleanupPlaylist(Context, long, Cursor)",0,0,0,20,1,1,0,0,2,30.77%,0,9,0.00%,4,26,"10,801",1,9,88,2,n/a,5,0,25,1,1,73,49,3,25,3,0,0,n/a,47,243,104,1,19.08%,13,0.00%,0,0,409,7
"com.naman14.timber.dataloaders.PlaylistSongLoader.countPlaylist(Context, long)",0,0,0,5,1,1,0,0,0,33.33%,0,2,0.00%,3,18,"3,136",2,6,46,1,n/a,3,0,20,0,0,38,24,2,20,2,0,2,n/a,33,131,60,2,15.27%,9,0.00%,0,0,174,3
"com.naman14.timber.dataloaders.PlaylistSongLoader.getSongsInPlaylist(Context, long)",0,0,1,32,6,6,0,1,0,27.50%,1,23,1.64%,11,36,"37,734",5,29,180,3,n/a,10,0,61,2,1,170,65,4,60,2,0,4,n/a,98,577,252,1,46.56%,40,1.67%,0,0,"1,023",13
"com.naman14.timber.dataloaders.PlaylistSongLoader.makePlaylistSongCursor(Context, Long)",0,0,0,7,2,2,0,0,0,0.00%,0,0,0.00%,0,6,"1,222",1,4,64,0,n/a,1,0,20,0,0,39,31,0,20,2,0,0,n/a,12,123,46,1,15.27%,4,0.00%,0,0,193,1
com.naman14.timber.dataloaders.QueueLoader.getQueueSongs(Context),0,0,0,15,4,4,0,0,0,16.67%,0,5,0.00%,3,17,"7,135",1,15,70,1,n/a,5,0,23,1,1,78,40,2,23,1,0,2,n/a,43,262,112,1,88.46%,18,0.00%,0,0,415,5
com.naman14.timber.dataloaders.SongLoader.getAllSongs(Context),0,0,0,2,3,3,0,0,0,0.00%,0,0,0.00%,0,3,84,1,1,7,0,n/a,1,0,3,0,0,8,7,0,3,1,0,0,n/a,6,27,12,1,2.56%,1,0.00%,0,0,22,1
com.naman14.timber.dataloaders.SongLoader.getSongForCursor(Cursor),0,0,0,12,2,2,0,0,0,14.29%,0,3,0.00%,2,11,"3,389",1,12,60,1,n/a,4,0,17,0,0,57,33,1,17,1,0,2,n/a,31,192,82,1,14.53%,14,0.00%,0,0,287,4
"com.naman14.timber.dataloaders.SongLoader.getSongForID(Context, long)",0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,4,172,1,1,12,0,n/a,1,0,3,0,0,12,12,0,3,2,0,0,n/a,7,39,16,1,2.56%,1,0.00%,0,0,43,1
"com.naman14.timber.dataloaders.SongLoader.getSongFromPath(String, Context)",0,0,0,6,2,2,0,0,0,8.33%,0,3,0.00%,1,8,"2,056",2,11,51,1,n/a,3,0,15,0,0,46,40,1,15,2,0,1,n/a,24,155,66,2,12.82%,12,0.00%,0,0,244,3
com.naman14.timber.dataloaders.SongLoader.getSongListForCursor(Cursor),0,0,0,7,4,4,0,0,1,17.65%,0,3,0.00%,3,24,"6,949",2,14,54,1,n/a,3,0,21,1,1,56,32,1,21,1,0,1,n/a,47,192,84,2,17.95%,17,0.00%,0,0,280,4
"com.naman14.timber.dataloaders.SongLoader.getSongListInFolder(Context, String)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,4,250,1,2,13,0,n/a,1,0,4,0,0,16,15,0,4,2,0,0,n/a,8,52,21,1,3.42%,2,0.00%,0,0,62,1
com.naman14.timber.dataloaders.SongLoader.getSongsForCursor(Cursor),0,0,0,14,9,9,0,0,0,20.00%,0,5,0.00%,3,15,"5,048",1,12,64,1,n/a,5,0,19,1,1,62,37,1,19,1,0,2,n/a,38,211,93,1,16.24%,15,0.00%,0,0,322,5
"com.naman14.timber.dataloaders.SongLoader.makeSongCursor(Context, String, String[])",0,0,0,3,6,6,0,0,0,0.00%,0,0,0.00%,0,4,181,1,2,12,0,n/a,1,0,4,0,0,12,11,0,4,3,0,0,n/a,8,40,17,1,3.42%,2,0.00%,0,0,41,1
"com.naman14.timber.dataloaders.SongLoader.makeSongCursor(Context, String, String[], String)",0,0,0,3,2,2,0,0,0,25.00%,0,1,0.00%,1,5,694,1,3,34,1,n/a,1,0,7,0,0,28,25,1,7,4,0,0,n/a,13,93,40,1,5.98%,4,0.00%,0,0,130,2
"com.naman14.timber.dataloaders.SongLoader.searchSongs(Context, String, int)",0,0,0,8,1,1,0,0,0,25.00%,0,2,0.00%,1,14,"2,312",1,3,43,1,n/a,3,0,7,0,0,36,21,1,7,3,0,0,n/a,24,119,51,1,5.98%,4,0.00%,0,0,158,3
com.naman14.timber.dataloaders.SongLoader.songFromFile(String),0,0,0,8,0,0,0,0,0,0.00%,0,0,0.00%,0,7,784,1,3,33,0,n/a,1,0,14,0,0,28,16,0,14,1,0,0,n/a,12,89,34,1,11.97%,3,0.00%,0,0,112,1
"com.naman14.timber.dataloaders.SortedCursor.SortedCursor(Cursor, long[], String, List<? extends Object>)",0,0,0,2,1,1,0,0,0,25.00%,2,1,38.46%,1,5,434,2,3,15,1,n/a,1,5,13,0,0,21,17,1,8,4,0,1,n/a,13,72,33,1,9.56%,4,62.50%,0,0,85,2
"com.naman14.timber.dataloaders.SortedCursor.buildCursorPositionMapping(long[], String, List<? extends Object>)",0,0,0,20,1,1,0,0,0,25.00%,8,14,28.95%,5,38,"16,802",1,15,83,3,n/a,6,8,38,2,1,82,42,4,27,3,0,2,n/a,70,282,128,1,27.94%,20,40.74%,0,0,442,7
com.naman14.timber.dataloaders.SortedCursor.close(),0,0,0,2,64,50,0,0,0,0.00%,0,0,0.00%,0,2,38,1,2,6,0,n/a,1,0,5,0,0,6,6,0,5,0,0,0,0,6,22,11,1,3.68%,2,0.00%,0,0,15,1
com.naman14.timber.dataloaders.SortedCursor.getColumnNames(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,4,0,0,4,4,0,4,0,0,0,0,4,15,8,1,2.94%,1,0.00%,0,0,8,1
com.naman14.timber.dataloaders.SortedCursor.getCount(),0,0,0,1,20,20,0,0,0,0.00%,0,0,0.00%,0,2,23,1,1,3,0,n/a,1,0,4,0,0,5,5,0,4,0,0,0,0,5,18,9,1,2.94%,1,0.00%,0,0,11,1
com.naman14.timber.dataloaders.SortedCursor.getDouble(int),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,4,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,19,1
com.naman14.timber.dataloaders.SortedCursor.getExtraData(),0,0,0,3,0,0,0,0,0,0.00%,2,1,42.86%,0,5,232,1,2,13,0,n/a,2,3,7,0,0,12,10,0,4,0,0,0,0,11,42,20,1,5.15%,2,75.00%,0,0,39,2
com.naman14.timber.dataloaders.SortedCursor.getExtraIds(),0,0,0,1,0,0,0,0,0,0.00%,2,0,50.00%,0,1,12,1,1,3,0,n/a,1,3,6,0,0,4,4,0,3,0,0,0,0,4,15,8,1,4.41%,1,100.00%,0,0,8,1
com.naman14.timber.dataloaders.SortedCursor.getFloat(int),0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,4,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,19,1
com.naman14.timber.dataloaders.SortedCursor.getInt(int),0,0,0,1,38,38,0,0,0,0.00%,0,0,0.00%,0,2,36,1,1,4,0,n/a,1,0,4,0,0,7,6,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,18,1
com.naman14.timber.dataloaders.SortedCursor.getLong(int),0,0,0,1,41,41,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,4,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,19,1
com.naman14.timber.dataloaders.SortedCursor.getMissingIds(),0,0,0,0,1,1,0,0,0,0.00%,2,0,50.00%,0,1,4,1,1,1,0,n/a,1,3,6,0,0,3,3,0,3,0,0,0,0,4,12,7,1,4.41%,1,100.00%,0,0,4,1
com.naman14.timber.dataloaders.SortedCursor.getShort(int),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,4,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,19,1
com.naman14.timber.dataloaders.SortedCursor.getString(int),0,0,0,1,41,41,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,4,0,0,6,6,0,4,1,0,0,0,5,21,10,1,2.94%,1,0.00%,0,0,15,1
com.naman14.timber.dataloaders.SortedCursor.isNull(int),0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,4,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,5,24,11,1,2.94%,1,0.00%,0,0,19,1
"com.naman14.timber.dataloaders.SortedCursor.onMove(int, int)",0,0,0,3,0,0,0,0,0,25.00%,0,2,0.00%,1,7,629,2,3,17,1,n/a,3,0,8,0,0,21,17,1,8,2,0,0,0,15,72,33,2,5.88%,4,0.00%,0,0,85,3
"com.naman14.timber.dataloaders.TopTracksLoader.TopTracksLoader(Context, QueryType)",0,0,0,0,6,6,0,0,0,0.00%,0,0,0.00%,0,1,15,1,2,6,0,n/a,1,0,4,0,0,6,6,0,4,2,0,0,n/a,5,22,11,1,4.88%,2,0.00%,0,0,15,1
com.naman14.timber.dataloaders.TopTracksLoader.getCursor(),0,0,0,8,6,6,0,0,0,50.00%,0,14,0.00%,7,27,"7,256",1,7,58,3,n/a,9,0,21,1,1,55,28,4,21,0,0,2,n/a,57,199,101,1,25.61%,14,0.00%,0,0,264,9
com.naman14.timber.dataloaders.TopTracksLoader.makeRecentTracksCursor(Context),0,0,0,5,1,1,0,0,0,33.33%,0,1,0.00%,2,17,"1,826",1,4,26,1,n/a,2,0,12,0,0,25,17,2,12,1,0,1,n/a,27,87,41,1,14.63%,6,0.00%,0,0,102,2
"com.naman14.timber.dataloaders.TopTracksLoader.makeSortedCursor(Context, Cursor, int)",0,0,0,18,2,2,0,0,0,16.67%,0,6,0.00%,3,33,"12,579",3,15,84,2,n/a,4,0,24,1,1,75,33,2,24,3,0,2,n/a,59,253,109,2,29.27%,18,0.00%,0,0,378,5
com.naman14.timber.dataloaders.TopTracksLoader.makeTopTracksCursor(Context),0,0,0,5,1,1,0,0,0,33.33%,0,1,0.00%,2,14,"1,490",1,4,26,1,n/a,2,0,12,0,0,25,18,2,12,1,0,1,n/a,24,87,41,1,14.63%,6,0.00%,0,0,104,2
com.naman14.timber.dialogs.AddPlaylistDialog.newInstance(Song),0,0,0,1,6,6,0,0,0,0.00%,0,0,0.00%,0,3,161,1,3,11,0,n/a,1,0,5,0,0,13,11,0,5,1,0,0,n/a,8,44,19,1,12.82%,3,0.00%,0,0,44,1
com.naman14.timber.dialogs.AddPlaylistDialog.newInstance(long[]),0,0,0,4,3,3,0,0,0,0.00%,0,0,0.00%,0,5,254,1,5,12,0,n/a,1,0,7,0,0,14,11,0,7,1,0,0,n/a,12,49,22,1,17.95%,5,0.00%,0,0,48,1
com.naman14.timber.dialogs.AddPlaylistDialog.onCreateDialog(Bundle),0,0,0,22,0,0,0,0,0,14.29%,0,3,0.00%,2,28,"10,560",2,12,85,1,n/a,3,0,22,1,1,69,44,3,22,1,0,0,0,48,228,94,1,56.41%,14,0.00%,0,0,376,3
com.naman14.timber.dialogs.CreatePlaylistDialog.newInstance(),0,0,0,1,1,1,0,1,0,0.00%,0,0,0.00%,0,2,23,1,1,3,0,n/a,1,0,3,0,0,5,5,0,3,0,0,0,n/a,5,18,9,1,6.38%,1,0.00%,0,0,11,1
com.naman14.timber.dialogs.CreatePlaylistDialog.newInstance(Song),0,0,0,1,1,1,0,0,0,16.67%,0,2,0.00%,1,8,741,1,5,20,1,n/a,1,0,10,0,0,23,15,1,10,1,0,1,n/a,18,80,37,1,21.28%,6,0.00%,0,0,89,2
com.naman14.timber.dialogs.CreatePlaylistDialog.newInstance(long[]),0,0,0,4,2,2,0,0,0,0.00%,0,0,0.00%,0,5,254,1,5,12,0,n/a,1,0,7,0,0,14,11,0,7,1,0,0,n/a,12,49,22,1,14.89%,5,0.00%,0,0,48,1
com.naman14.timber.dialogs.CreatePlaylistDialog.onCreateDialog(Bundle),0,0,0,23,0,0,0,2,0,30.00%,0,11,0.00%,3,16,"5,361",1,7,78,2,n/a,4,0,22,0,0,61,41,4,22,1,0,1,0,34,203,87,1,46.81%,10,0.00%,0,0,326,5
com.naman14.timber.dialogs.LastFmLoginDialog.onCreateDialog(Bundle),0,0,0,38,0,0,0,4,0,14.29%,0,6,0.00%,2,22,"9,182",2,12,118,1,n/a,3,0,33,0,0,76,45,5,33,1,0,0,0,42,249,101,1,84.62%,14,0.00%,0,0,417,4
com.naman14.timber.dialogs.StorageSelectDialog.OnDirSelectListener.onDirSelected(File),n/a,n/a,n/a,n/a,2,2,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,33.33%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.dialogs.StorageSelectDialog.StorageSelectDialog(Context),0,0,0,12,1,1,0,0,0,12.50%,0,1,0.00%,1,15,"3,621",1,7,63,0,n/a,2,0,19,1,1,46,33,2,19,1,0,0,n/a,27,151,62,1,37.25%,8,0.00%,0,0,232,2
com.naman14.timber.dialogs.StorageSelectDialog.getAvailableStorages(Context),0,0,0,4,1,1,0,0,0,0.00%,0,0,0.00%,0,4,179,1,3,9,0,n/a,1,0,9,0,0,13,11,2,9,1,0,0,n/a,9,44,19,1,17.65%,3,0.00%,0,0,44,1
"com.naman14.timber.dialogs.StorageSelectDialog.onClick(DialogInterface, int)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,48,1,2,7,0,n/a,1,0,5,0,0,8,8,0,5,2,0,0,0,6,28,13,1,9.80%,2,0.00%,0,0,24,1
com.naman14.timber.dialogs.StorageSelectDialog.setDirSelectListener(OnDirSelectListener),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,20,1,2,5,0,n/a,1,0,4,0,0,6,5,0,4,1,0,0,0,5,22,11,1,7.84%,2,0.00%,0,0,13,1
com.naman14.timber.dialogs.StorageSelectDialog.show(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,5.88%,1,0.00%,0,0,8,1
com.naman14.timber.fragments.AlbumDetailFragment.EnterTransitionListener.onTransitionEnd(Transition),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,5,0,n/a,1,0,4,0,0,5,5,0,4,1,0,0,0,4,18,9,1,44.44%,1,0.00%,0,0,11,1
com.naman14.timber.fragments.AlbumDetailFragment.EnterTransitionListener.onTransitionStart(Transition),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,23,1,1,6,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,0,4,21,10,1,33.33%,1,0.00%,0,0,15,1
"com.naman14.timber.fragments.AlbumDetailFragment.newInstance(long, boolean, String)",0,0,0,6,2,2,0,0,0,12.50%,0,1,0.00%,1,8,949,1,7,24,1,n/a,2,0,10,0,0,25,19,0,10,3,0,0,n/a,20,88,41,1,4.08%,8,0.00%,0,0,106,2
com.naman14.timber.fragments.AlbumDetailFragment.onActivityCreated(Bundle),0,0,0,2,8,8,0,0,0,0.00%,0,0,0.00%,0,3,72,1,2,7,0,n/a,1,0,5,0,0,8,8,0,5,1,0,0,0,7,28,13,1,2.04%,2,0.00%,0,0,24,1
com.naman14.timber.fragments.AlbumDetailFragment.onCreate(Bundle),0,0,0,6,12,12,0,1,0,16.67%,0,1,0.00%,1,6,525,1,5,30,1,n/a,2,0,10,0,0,20,17,1,10,1,0,1,0,16,71,34,1,4.08%,6,0.00%,0,0,81,2
"com.naman14.timber.fragments.AlbumDetailFragment.onCreateOptionsMenu(Menu, MenuInflater)",0,0,0,5,8,8,0,0,0,25.00%,0,1,0.00%,1,7,493,1,3,23,1,n/a,2,0,7,0,0,18,14,0,7,2,0,1,0,15,63,30,1,2.86%,4,0.00%,0,0,68,2
"com.naman14.timber.fragments.AlbumDetailFragment.onCreateView(LayoutInflater, ViewGroup, Bundle)",0,0,0,34,0,0,0,10,0,4.17%,0,1,0.00%,1,18,"9,806",1,23,160,1,n/a,2,0,38,0,0,93,58,4,38,3,0,0,0,46,308,125,1,15.51%,24,0.00%,0,0,544,2
com.naman14.timber.fragments.AlbumDetailFragment.onOptionsItemSelected(MenuItem),0,0,0,20,8,8,0,0,0,38.71%,0,1,0.00%,12,13,"5,550",1,19,106,0,n/a,1,0,35,0,0,76,43,1,35,1,0,0,0,62,278,136,6,14.29%,31,0.00%,0,0,412,9
com.naman14.timber.fragments.AlbumDetailFragment.onResume(),0,0,0,9,8,8,0,0,0,14.29%,0,2,0.00%,1,9,"1,201",1,6,37,1,n/a,3,0,11,0,0,28,22,1,11,0,0,1,0,20,96,43,1,4.49%,7,0.00%,0,0,124,3
com.naman14.timber.fragments.AlbumDetailFragment.reloadAdapter(),0,0,0,6,5,5,0,0,0,0.00%,0,0,0.00%,0,6,483,1,5,17,0,n/a,1,0,14,0,0,18,15,2,14,0,0,0,n/a,13,61,26,2,5.71%,5,0.00%,0,0,70,1
com.naman14.timber.fragments.AlbumDetailFragment.setAlbumDetails(),0,0,0,5,1,1,0,0,0,0.00%,0,1,0.00%,0,5,718,1,4,39,0,n/a,2,0,6,0,0,28,21,0,6,0,0,0,n/a,13,92,38,1,2.45%,4,0.00%,0,0,122,2
com.naman14.timber.fragments.AlbumDetailFragment.setAlbumart(),0,0,0,51,1,1,0,0,1,27.59%,0,32,0.00%,8,42,"31,550",1,21,188,3,n/a,8,0,66,0,0,136,46,8,66,0,0,6,n/a,87,457,197,1,26.94%,29,0.00%,0,0,751,9
com.naman14.timber.fragments.AlbumDetailFragment.setUpAlbumSongs(),0,0,0,8,1,1,0,0,0,0.00%,0,0,0.00%,0,5,361,1,4,25,0,n/a,1,0,6,0,0,18,12,0,6,0,0,0,n/a,11,60,25,1,2.45%,4,0.00%,0,0,64,1
com.naman14.timber.fragments.AlbumDetailFragment.setUpEverything(),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,3,6,0,n/a,1,0,5,0,0,5,5,0,5,0,0,0,n/a,5,20,11,1,2.04%,3,0.00%,0,0,11,1
com.naman14.timber.fragments.AlbumDetailFragment.setupToolbar(),0,0,0,6,1,1,0,2,0,0.00%,0,0,0.00%,0,4,228,1,4,22,0,n/a,1,0,6,0,0,15,14,0,6,0,0,0,n/a,10,51,22,1,2.45%,4,0.00%,0,0,57,1
com.naman14.timber.fragments.AlbumFragment.SpacesItemDecoration.SpacesItemDecoration(int),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,4,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,21.43%,1,0.00%,0,0,11,1
"com.naman14.timber.fragments.AlbumFragment.SpacesItemDecoration.getItemOffsets(Rect, View, RecyclerView, State)",0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,2,84,1,4,16,0,n/a,1,0,8,0,0,14,8,0,8,4,0,0,0,8,48,21,1,57.14%,4,0.00%,0,0,42,1
com.naman14.timber.fragments.AlbumFragment.loadAlbums.doInBackground(String...),0,0,0,5,0,0,0,0,0,33.33%,0,1,0.00%,1,3,139,1,2,15,1,n/a,2,0,6,0,0,12,10,0,6,1,0,1,0,10,44,23,1,31.58%,3,0.00%,0,0,39,2
com.naman14.timber.fragments.AlbumFragment.loadAlbums.onPostExecute(String),0,0,0,3,4,4,0,0,0,33.33%,1,1,12.50%,1,3,116,1,2,10,1,n/a,2,0,8,0,0,10,10,1,7,1,0,1,0,10,38,21,1,42.11%,3,14.29%,0,0,33,2
com.naman14.timber.fragments.AlbumFragment.loadAlbums.onPreExecute(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,2,2,0,3,0,0,0,0,2,8,5,1,15.79%,0,0.00%,0,0,2,1
